Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
20913,12394700442,4,1.0,1.0,2,0,2,2022-12-07,Seems pretty good so far. Definitely leaves your skin feeling hydrated without the sticky sensation.,New step in my daily routine,,blue,combination,blonde,P482328,Mini Natural Moisturizing Factors + HA,The Ordinary,6.5
10241,1896733410,5,,1.0,1,0,1,2017-05-27,"I’ve fallen in love with Algenist and this eye cream is no exception! It’s true, on my finger it has a play-doh consistency, but give it a second to melt on to your skin and it is pure silk under your eyes!",Another winner,,,,,P388262,GENIUS Ultimate Anti-Aging Eye Cream,Algenist,74.0
21068,5710324728,4,1.0,1.0,6,0,6,2022-01-21,This is very hydrating and rich without feeling heavy. It’s like a thick gel and feels amazing under the eyes. I apply it right before I start my makeup and by the time I get to concealer my undereyes are smooth and hydrated. My concealer wears better when I use this I don’t wipe it off and just tap in any excess. Pretty pricey but great product!,Perfect for smooth concealer,light,hazel,dry,blonde,P480608,Equilibrium Instant Plumping Eye Mask,Hourglass,68.0
13179,22177266785,5,1.0,,0,0,0,2020-08-26,I received this product complimentary from Dr. Brandt Skincare. The cool Biotic Prebiotic Redness relief cream smells nice. I have a dry patch on my chin and most of the creams make it oily. This cream helped me reduce the dry patch without making it oily. The oats and CBD are helping me calm my skin. So far I am loving this cream. #CoolBiotic @drBrandt,Really calming,lightMedium,brown,combination,black,P460758,Cool Biotic Prebiotic Redness Relief Cream,Dr. Brandt Skincare,56.0
6660,2700992212,5,1.0,,0,0,0,2021-10-23,"I love a good cleansing product at the end of the day, especially when I remove my makeup. Gentle cleansers are even better! I loved the consistency and smell. Yay!",So good!,lightMedium,hazel,oily,brown,P476726,Evercalm Gentle Cleansing Gel,REN Clean Skincare,38.0
21176,9205103528,4,1.0,,0,0,0,2022-09-14,"This is truly a really nice serum, it’s hydrating and keeps my skin plump under makeup all day. I liked the milky texture, but the scent is a little off-putting. I think it layers well with my other skincare products, and especially sunscreen, so far. -1 for cost.",,light,brown,normal,brown,P502200,HydraKate Recharging Serum with Hyaluronic Acid,Kate Somerville,78.0
16135,7475896237,1,0.0,,0,0,0,2018-04-14,Really wanted to love this product despite the mixed reviews but regret giving it a chance. It did nothing to help clear my acne and upon continuous use actually made my breakouts even worse!,,fair,hazel,dry,brown,P393501,Acne Solutions Cleansing Gel,CLINIQUE,23.5
38991,1771460372,1,,0.936169981956482,47,3,44,2016-12-19,"Leave it up to Clinique to “fix“ what is not broken. The original version was actually gentle with quality ingredients. I have used it religiously for years. I guess quality has to be cut somewhere, and cheaper ingredients are used in this version. A boatload of witch hazel and whatnot. Corners are cut, but so are loyal customers.",Not a quality replacement for the original version,,,,,P409920,Clarifying Lotion 1.0 Twice A Day Exfoliator,CLINIQUE,32.0
45187,922941708,5,1.0,0.75,8,2,6,2021-06-15,"I have no idea how this mask does what it does, but wow. It actually works. Results are immediate but, of course, temporary. It says you can leave the mask on as a moisturizer, & I always do.",,light,blue,combination,brown,P428637,Mini The Lifting and Firming Mask,La Mer,95.0
2996,5230007907,5,1.0,1.0,5,0,5,2019-02-17,"Both of these soaps are great. The white bar is a gentle cleanser and the tan bar is a gentle exfoliating cleanser. For being travel size they go a long way. I’ve been using them for about a month, although not daily, but I still have plenty of product left. The case is nice too to store them and keep clean.",,fair,blue,normal,brown,P440658,Baby Bar Travel Duo with Case,Drunk Elephant,22.0
3715,6354131947,1,0.0,0.6666669845581055,3,1,2,2018-04-30,Not worth the money. This sat on my skin and pilled when I put my moisturizer on. Too heavy and didn’t leave me radiant or hydrated at all.,,lightMedium,brown,combination,blonde,P410756,GenOptics Aura Essence Serum,SK-II,245.0
27070,5245371843,1,0.0,1.0,4,0,4,2021-11-14,Not hydrating at all… the texture was very promising because it spread out nice and absorbed quickly. Skin feels even drier after 5-10 mins and it has these little sparkly particles all over your face. Would not recommend.,,lightMedium,brown,combination,brown,P474972,Symbright Brightening Moisturizer,The INKEY List,13.99
314,1858813362,3,0.0,0.9024389982223512,41,4,37,2020-01-18,I love the midnight recovery oil so I had high hopes for the daytime one. This oil did not do anything for me. It is very very light and it doesn’t feel like it goes a long way. I feel like I need a lot of be bale to spread it evenly over my face.,Did not do anything.,lightMedium,brown,normal,black,P422003,Daily Reviving Concentrate,Kiehl's Since 1851,59.0
49506,33569270145,3,0.0,,0,0,0,2023-03-19,"I’m going to start by saying that I received this for free in exchange for my review, and I don’t personally believe that I had sufficient time to give a full review. The package is iridescent and beautiful to look at. The texture is very watery and a bit difficult to control. The consistency also means that it’s more lightweight and not oily. When I apply the the product, it gives a slight burning sensation, and I normally don’t have that sensitive of skin. My skin felt a bit smoother, but I also noticed some cystic-like acne appear a couple of days after where I applied the product. However, I don’t know if that was causation/correlation, and did not have the ability to test out long-term before submitting the review.",Lancôme serum,,blue,combination,blonde,P505452,Clarifique Pro-Solution Brightening & Dark Spot Reducing Serum,Lancôme,85.0
33238,2106073038,5,1.0,1.0,15,0,15,2021-03-18,After starting a new medication I broke out in the worst acne I have ever had. I am still struggling with it but since using this sunscreen along with my other skincare products my skin has been doing so much better. I use a lot active acids so using sunscreen is a must so finding one made for acne prone skin has been a life changer. I also wear makeup almost daily and the only issue I’ve had is not waiting long enough before applying my base makeup which resulted in a little bit of pilling.,"Dry, acne prone skin & makeup wearer",fairLight,green,combination,brown,P469516,CLEAR Ultra-Light Daily Hydrating Fluid SPF 30+,Paula's Choice,37.0
15192,5933393923,5,1.0,1.0,1,0,1,2020-10-25,"I received this product as a free sample from PinchMe, and I’ve got to say that I am pleasantly impressed! I don’t have a beauty routine for my face down pat yet, but I’m considering making this product one of my staples. It helps my face feel so fresh and clean, and the way my face tingle and glows afterwards is such a bonus. I have oily skin that is prone to acne if I don’t wash it regularly, and Dr. Zenovia is helping my skin so much. I would advise anyone to give this a shot",Pleasantly surprised!,deep,brown,oily,black,P464240,10% Glycolic Acne Control Peel Pads,Dr. Zenovia Skincare,42.0
5676,22263167707,5,1.0,0.5,12,6,6,2020-06-17,I am using this for so long and its worth the money you spend on it. I really love this product.,,light,brown,combination,brown,P440933,Mini Clear Improvement Active Charcoal Mask to Clear Pore,Origins,17.0
36474,2530746757,1,0.0,1.0,2,0,2,2020-01-11,"Sorry didn’t like it...it smells bad, almost rancid. I threw it away!",,lightMedium,blue,combination,brown,P449835,Mini Maracuja Oil,tarte,16.0
31460,10412589554,5,1.0,,0,0,0,2021-08-05,"This brand can do no wrong when it comes to a good moisturizer and this one is top notch! I was gifted this StriVectin NEW Advanced Retinol Nightly Renewal Moisturizer from Strivectin and holy cow is it a powerhouse! Retinol doesn’t always do my skin good so I’m always on the fence about products that boast it as an ingredient. However this night time cream has the perfect amount, illiciting results without damage or rash! After just 3 days I could see dramatic differences in my complexion! Fine lines began to look more filled and my overall face just had a youthful plumpness to it! Hands down this is one of the best night creams I’ve had the pleasure of using!",One of the best!,light,brown,normal,brown,P474122,Advanced Retinol Nightly Renewal Face Moisturizer with Retinol,StriVectin,119.0
32843,1026657918,5,,1.0,13,0,13,2013-02-06,"I ADORE this face mask. My skin was having some major issues (dry patches, blemishes, uneven tone), & after 1 use my skin was restored. It was almost a mini miracle for me! I have sensitive/reactive, blemish-prone skin, & this was very soothing & healing for me. The cost is high, but this is an intensive spa-like treatment (that actually works). I didn’t have issues with the mask staying on...just pressed it lightly into my skin, sat down, & watched TV for a half hour. When I removed it, my skin looked totally different & renewed. This is an excellent skincare product.",Amazed By The Results!,,,,,P173622,Benefiance Pure Retinol Intensive Revitalizing Face Mask,Shiseido,70.0
49934,24979779143,5,1.0,0.75,4,1,3,2023-03-03,I bought this set from drunk elephants website and I love it so much! It’s worth the price and my skin is left glowy and super hydrated.,Worth it,light,blue,dry,brown,P505120,Early Bird Hydrate + Brighten Set,Drunk Elephant,54.0
17891,11857015160,5,1.0,0.857142984867096,7,1,6,2023-01-09,"I had been wanting to try the makeup removing balm for a while, so this was a great way to try some of Farmacy’s products for a good price. I have been using this kit for about a week now, and really enjoy each of the products. The makeup removing balm is a game changer! It melts off makeup without drying or irritating my skin. I’ve found the toner is also great for shrinking down any pesky pimples. I feel that this is a great gift or starter for someone interested in developing a skincare routine.",Great skincare starter!,lightMedium,brown,dry,,P480165,Healthy Skin Starter Kit,Farmacy,42.0
19756,2229375635,5,1.0,,0,0,0,2021-07-21,"I’m super excited to try this product out. It works on not only wrinkles but stretch marks. I’m currently nearly 7 months pregnant and if I end up with stretch marks, I figure this will come kn handy to help heal them.",,fair,blue,combination,blonde,P474121,SD Advanced  PLUS Intensive Moisturizer For Wrinkles & Stretch Marks,StriVectin,82.0
44969,22041599993,5,1.0,0.625,8,3,5,2020-05-16,Amazing product. Gently foam removes skin dirties. Smell reminds me rose.,Love it,light,brown,combination,blonde,P455421,Complete Cleansing Microfoam,Shiseido,36.0
31483,28031570876,5,1.0,,0,0,0,2021-07-28,"I am normally a retinol serum or gel person and haven’t tried many retinol creams. The one thing I really love about this one is that it’s totally fine to use every night unlike some other retinol. It’s really hydrating as well. I started seeing results pretty quickly on some of my really fine forehead lines. If you have sensitive skin but want the benefits of strong retinol, this is for you!",Took me by surprise!,fair,hazel,combination,auburn,P474122,Advanced Retinol Nightly Renewal Face Moisturizer with Retinol,StriVectin,119.0
42373,10196551339,2,0.0,0.625,8,3,5,2019-07-07,"I’m a huge fan of Dior skincare. I use their Capture Totale line. This is my first time trying anything form the Hydrate Life line and it was horrible. The smell is so strong as if I’m wearing men’s cologne on my face and the tingling sensation was like having rubbing alcohol on my face, it made my eyes watery. Definitely going back.",,lightMedium,brown,dry,black,P417604,Hydra Life Deep Hydration Sorbet Water Essence,Dior,80.0
42716,5279830411,1,0.0,0.5,6,3,3,2021-08-29,I have thought of trying this brand for years. What a complete disappoint!I sprayed a small mist on Friday - nothing. Saturday I sprayed a light mist on my hands and applied to my face. Today (Sunday) my face looks like an orange carrot. I’ve tried every self tanner on the market for the last (20) years in every price point. This is without a doubt the worst.,Nothing but orange!,lightMedium,brown,combination,brown,P456204,Purity Tanning Waters Mini Kit,St. Tropez,25.0
672,1752883503,3,0.0,0.1428570002317428,7,6,1,2019-05-15,"I wasn’t careful about reading how many ml I got for this large bottle. 30ml...for 55$ Canadian.  The pump is a great idea, keeps the product clean and not waste product. Props for that bottle design.However, for only 30 ml it left my face feeling a bit tacky. I couldn’t put any make-up on top for a while. Nor did it brighten my skin in any way.Good thing is there’s no funky scent, which I appreciate very much. I don’t hate it, it’s just not as effective as I’d hope.I’ll use it up, but won’t re purchase it. Too expensive without results. (FYI, I have mature skin, 47 years old)","It's ok, nothing special",lightMedium,brown,normal,brown,P442989,Youth or Dare Multi-Acid & C-Serum,tarte,42.0
23680,1871938153,5,1.0,,0,0,0,2018-07-13,"Great value!! I’ve been using this combination for the last year and it really made a difference in my skin. It doesn’t claim to be anti-aging but I find it did help with fine lines and wrinkles. I have sensitive dehydrated combo skin with an extremely oily t zone, and the cleanser as the second step of a double cleanse, the ultra repair serum from FAB, the exfoliating pads and the cream are my go to. The cream leaves a matte finish and is a perfect night cream. I use the pads on my KP and it has helped a lot too. Great stuff!!!",Great product combination,lightMedium,green,oily,blonde,P399656,Fab Faves To Go Kit,First Aid Beauty,30.0
32678,8238805234,5,1.0,0.5,2,1,1,2018-12-04,***smells AMAZING works wonders the most (luxury) feeling mask I’ve found,,light,green,normal,brown,P433522,Goddess Clay Mask,Charlotte Tilbury,58.0
8895,8032957783,5,1.0,1.0,3,0,3,2023-03-05,"So I started using this product for a week to see results. i have dry skin and I thought this product was going to make it even dryer since it contains salicylic acid but I was surprised yo find out it didn’t. It goes on smoothly and lightweight  and is absorbed by the skin in like a minute. One thing I disliked was the odor, it has a humid stench, but only as you apply it. I will continue to use and buy this product and I do recommend it.",Surprisingly good!,,brown,dry,,P502997,Salicylic Acid Acne Treatment Serum,Peace Out,34.0
44166,7354542097,5,1.0,1.0,1,0,1,2019-08-01,"I thankfully just received this today. My supersensitive, redness prone skin has not been handling the summer heat well. I’m talking about red splotches, super warm to the touch skin. It’s not cute and it’s painful to boot. I put a generous layer on my skin and my skin immediately felt cool! And, when I rinsed it off, my skin was markedly less red. Pretty impressive for a 5 minute mask! I definitely would recommend this to anyone who has rosacea, or redness...or, anyone who just wants a quick indulgent experience. I will be keeping this on hand!",Redness be damned!,fairLight,blue,dry,black,P446822,Hemp Mousse Mask - Anti-Blemish,SEPHORA COLLECTION,8.0
22328,23587674095,5,1.0,0.6666669845581055,3,1,2,2020-06-29,"the best moisturizer! i have dry and acne prone skin, and this moisturizer makes my skin so glowy and does not break me out!",favorite moisturizer!,light,brown,combination,brown,P440306,SEA Mini Drink of H2O Hydrating Boost Moisturizer,tarte,14.0
8113,2843567483,3,0.0,0.0,2,2,0,2019-04-19,"Dr Jart always has great products. I received this product from Influenster for free. I didn’t see a noticeable difference in my skin. For reference, I have sensitive skin",Pass on this,fair,green,normal,blonde,P442854,Focuspot Dark Spot Micro Tip Patch,Dr. Jart+,20.0
25684,5378855438,5,1.0,,0,0,0,2019-03-14,Love the unscented. It’s has a very very faint smell that isn’t bad. But this is the closest to zero-sunscreen-smell I’ve found. I can sit next to people in class and not worry about smelling offensive/chemically.,Holy grail sunscreen,fairLight,blue,oily,brown,P395723,Classic Body Organic Sunscreen Spray SPF 50 Fragrance-Free,COOLA,28.0
7743,7458542799,5,1.0,0.8888890147209167,9,1,8,2021-06-20,i was incredibly skeptical of this entire line and did a ton of research before i purchased any products. let me tell you i am SO GLAD I DID! i’ve never had a product work so quickly in my skin care routine where i can visibly see results overnight. i used this toner before i went to bed and OMG. it literally already shrunk my pores and eradicated a nasty pimple i was picking at overnight. that’s never happened to me and i thought that making pores less visible was impossible for me since i have oily skin. i love this product and i cant wait to see how it performs in the long run. i already purchased the slushy serum product so i cant wait to try it,AMAZING,light,brown,oily,brown,P471041,Down to Tone Resurfacing Acid Toner,iNNBEAUTY PROJECT,28.0
42825,8618254771,5,1.0,0.2307689934968948,13,10,3,2019-04-22,"I got this to review with the ALIVE prebiotic mask, and loved the duo so much. The ALIVE mask cleaned my pores, and this was a perfect follow-up to moisturize my skin. I usually don’t like heavier moisturizers, but this was wonderfully thick and creamy without causing my skin to feel suffocated/break out! Great as a night routine - clean pores with the mask, and use the moisturizer as night cream. *I have pretty normal/oily skin, so I found the moisturizer to be too creamy. For dryer skin, it can be perfect as a day-time SPF","So Rich, So Moisturizing!",medium,brown,combination,brown,P442860,ALIVE Prebiotic Balancing Moisturizer SPF 15,Algenist,40.0
27012,1396808800,1,0.0,1.0,4,0,4,2019-04-19,"I use several MB products, but this one is horrible. It is very greasy and heavy. Worst of all, I get these little white heads under my eyes the next morning! I waited too long and am stuck with it now.",,fair,blue,combination,blonde,P440502,Hyaluronic Eye Cream,Mario Badescu,18.0
879,6627327095,5,1.0,0.800000011920929,5,1,4,2021-03-04,"I recieved Paula’s Choice 25% AHA + 2% BHA Exfoliant Peel complimentary from Paula’s Choice.I’ve used it twice so far and am super happy with the results. It’s a nice shiny and shimmery purple and it’s texture and consistency is pretty watery, but also slightly silky and creamy feeling so it’s very easy to apply. I washed my face with a oil based cleanser and then applied it and left it on for ten minutes as instructed. I did feel a slight burn sensation but it was definitely tolerable. After ten minutes, I rinsed it off and I was so impressed. It left my skin feeling soo soft and smooth. I noticed my pores less especially around my nose area is a problem area for me and it was less oily. It left my skin more radiant than before. I’d definitely recommend this and would love to try other products from this line since this was effective.",Super smooth skin,light,hazel,combination,brown,P469528,Skin Perfecting 25% AHA + 2% BHA Exfoliant Peel,Paula's Choice,42.0
45542,10237002226,5,1.0,1.0,2,0,2,2023-02-26,This is probably the best chemical exfoliating on the market. It makes you poreless but it doesn’t dry you out so your skin looks nice and plump,PORELESS,light,brown,oily,brown,P504786,Solution Skin-Perfecting Daily Chemical Exfoliator,Glossier,26.0
28724,9299300737,5,1.0,1.0,19,0,19,2022-03-01,"Right before the original mask was discontinued, I bought it, and then bought this one the day it released, and battled them head to head. I had my partner put one mask on each half of my face and he didn’t tell me which was which, and then I picked a favourite side. The new formula ended up making my face feel softer and more hydrated, which I didn’t know was possible considering the old formula was my holy grail mask. I still wouldn’t recommend this to anyone with sensitive skin or rosacea due to the fragrance and the warming sensation, but I recommend this to everyone else. I love it! I do wish Farmacy would come out with a fragrance free version of this and the Halo Honey though. I try not to use fragrance on my face as much as possible due to my skin barrier becoming damaged at work and I hate having to set them to the side for weeks at a time.",I Love The New Formula!,mediumTan,hazel,combination,blonde,P480444,Honey Potion Plus Ceramide Hydration Mask,Farmacy,60.0
29626,5469573605,4,1.0,0.8787879943847656,33,4,29,2019-03-12,"I’ve been searching around for a reasonably priced gua sha and this is one of the more affordable options. I’m fairly happy with the weight of this, although it does feel very delicate. My only complaint is that the surface is not completely smooth and has many small indentations throughout, but this could be because of the natural texture of the stone. Just a note - the gua sha i received was more clear than pink, but this is also due to the natural variations of rose quartz. Overall, I’m happy with the product and happy that it is genuine stone.",Good value!,medium,brown,dry,black,P441045,Rose Quartz Gua Sha,Herbivore,25.0
31380,5104407515,5,1.0,1.0,24,0,24,2021-07-31,"Holy Moly! These StriVectin Daily Reveal Exfoliating Pads have changed my nighttime routine! Now, I have acne-prone, sensitive skin and recently began breaking out…a lot! Usually exfoliating products cause me to break-out like crazy! I did not see any new breakouts because of these pads, and I also noticed the texture of my skin improve, even after one single use! Now, granted I still have scarring and hyperpigmentation issues (and my darn monthly BFF gave me a breakout), but my skin texture has improved so much and the congestion of my pores has also improved. And those little pads…they’re like little scrubbers and I’ve noticed them take off left-over foundation that my cleanser didn’t. I absolutely recommend and I will continue to use for a long time! Befores are with hair up, afters with hair down.",Love these exfoliating pads!,light,brown,combination,brown,P474109,Daily Reveal  Exfoliating Face Pads with AHA + BHA + PHA + TXA,StriVectin,45.0
48823,2019455417,1,0.0,0.8064519762992859,93,18,75,2021-07-24,"This is just aloe vera gel. Do not spend 70 dollars on this. It is not worth it, I promise.",,fairLight,blue,combination,blonde,P474036,Aloe Vera Gel,Dr. Barbara Sturm,75.0
28353,22490292896,5,1.0,0.5625,16,7,9,2022-07-06,"This has been the product to help my 13-year old daughter’s acne. It has mostly cleared up her face in a few weeks. Prior to this, she was using BHA and niacinamide, but adding this changed everything for her! Great price, too!",Great for teenage acne!,light,,combination,,P483496,Salicylic Acid 2% Exfoliating Blemish Solution,The Ordinary,6.5
16889,2257954897,1,0.0,0.7297300100326538,37,10,27,2019-03-11,Did not work. Waste of money. I had laser hair removal professionally in the past and it did work. This is not worth the cost.,Didn't work,tan,brown,combination,brunette,P395417,Touch Home Permanent Hair Removal Device,iluminage,449.0
11321,2053021438,5,1.0,0.9347829818725586,46,3,43,2021-04-26,Okay yes it’s 10 bucks but it’s fits all my meds and vitamins for on the go. Before I was buying travel size pain killers but now I can just store them in this case.,Compact & efficient,lightMedium,brown,normal,black,P469196,Supplement Case,SEPHORA COLLECTION,10.0
38232,1721949700,5,1.0,0.0,1,1,0,2018-07-13,"Makes my skin feel great. Moist, but not oily.  Makeup goes over it well.  Also has sun protection.",Great product,light,blue,combination,brown,P409816,Plantscription SPF 25 Power Anti-Aging Oil-Free Cream,Origins,73.0
20036,5292217268,5,1.0,1.0,4,0,4,2019-01-09,"Very nice and fresh. Good for my combo skin, even on my oily t-zone! Honestly better than the over hyped (my opinion) rose water version!",,fairLight,brown,combination,blonde,P440484,"Facial Spray with Aloe, Chamomile and Lavender",Mario Badescu,7.0
27336,7994851651,5,1.0,,0,0,0,2021-08-20,"This kit gifted by Kate Somerville it’s the best for my combo uneven texture , I love the cleanser daily foaming wash , it’s my every day cleanser I’m so obsessed, I bought the big size, my skin looks so healthy and glowing, definitely you going to see different with your pores, and feel a smooth skin, I highly recommend this if you have pore and dullness skin, I’m so happy with the results of this kit.",Works amazing,mediumTan,brown,combination,brown,P467028,Glow In A Wink ExfoliKate Bestsellers Set,Kate Somerville,72.0
18372,23139647722,5,1.0,1.0,6,0,6,2022-08-24,"I’ve been using this product since it came out. Extremely easy to use. Results are fantastic.  I’m 75 and my under eyes look great! It lasts forever, so it’s worth the price. Pump a small pea size drop on your finger. Use half for under one eye and half under the other eye.  I’ve never had trouble getting it to come out of the bottle. I love Kate’s products.  Exfolikate, Quench, and Under eye line release and lifting eye cream are my absolute daily essentials. It’s the BEST product on the market.",It’s worth every penny.,mediumTan,brown,combination,blonde,P469111,KateCeuticals Lifting Eye Cream,Kate Somerville,140.0
9100,7814139770,5,1.0,0.0,1,1,0,2018-05-08,Best!!!!i am using it day and night!!!,,fair,green,oily,blonde,P416344,The Cleansing Foam,La Mer,95.0
5035,5033183440,2,,1.0,1,0,1,2016-12-09,"This eye cream was too oily for daily use. I live in a very dry climate (Colorado) so I wanted a little extra hydration which this cream gives, but it’s so oily that my makeup won’t stay while wearing it. I constantly have raccoon eyes from mascara rubbing underneath, no matter how waterproof it is, and eyeshadow has no chance of staying put longer than an hour. I don’t mind this at night, but I need an eye cream to use under makeup as well and this just doesn’t cut it. I do like this brand and prefer the ginzing one over this. I do not recommend this!",Too Oily,,,combination,,P394702,Plantscription Anti-Aging Power Eye Cream,Origins,58.0
6100,22473815344,5,1.0,,0,0,0,2019-03-11,"I love it..it had my face feeling like a baby’s butt, even though it might not work for all skin types it sure works for mines it makes my skin feel refreshed and moist. I love it!!!",Love it!!!,lightMedium,brown,,brown,P440483,"Facial Spray with Aloe, Cucumber and Green Tea",Mario Badescu,7.0
6143,1375423589,4,1.0,,0,0,0,2023-02-04,I tried a sample and thought I saw a difference mostly in the under eye area (and I have tried many and always use eye cream) so I ordered the full size. I still like the product but am not thrilled with the packaging - it’s hard to get a consistent amount to dispense from the top and I anticipate it will be difficult to get it all out when there’s not much left in the container. I wish it came in a tube like the sample! 4 stars for that reason,"effective cream, nice and thick for night",light,hazel,dry,,P484081,Eye Recharge + Replenish Pro-Ferm Overnight Eye Cream with Bakuchiol and Peptides,TULA Skincare,56.0
44163,23623436486,5,1.0,1.0,5,0,5,2019-08-09,"i LOVE this mask, every time i have a blemish or red spot i use it and then wake up and it’s almost gone! i definitely recommend this product and i am going to buy it again!",Amazing,lightMedium,brown,combination,brown,P446822,Hemp Mousse Mask - Anti-Blemish,SEPHORA COLLECTION,8.0
42852,9669298188,5,1.0,,0,0,0,2022-12-19,"It is no secret that Demologica makes some of my all time favorite skincare. I LOVE these kits because they are a great way for me to test products in the line I may not have tried yet, and re-discover ones I may have forgotten. This is such a nice set’",,light,hazel,oily,,P503820,Daily Brightness Boosters Kit,Dermalogica,49.5
9555,6497237965,3,,1.0,1,0,1,2016-02-25,I like this product but unfortunately it caused me to break out. I like the fragrance and the way the product foams. Give it a try... This product just didn’t suit my sensitive dry skin.,liked it but it caused break outs,,,,,P392472,All About Clean Foaming Facial Soap,CLINIQUE,23.5
5564,1218444012,5,1.0,,0,0,0,2022-03-29,"This is really a beautiful product. The packaging is stunning. It has a lovely scent and absorbs flawlessly into my eye area. I find that it is kind of thick, so I have only used it in my night routine.",Beautiful!,lightMedium,brown,combination,brown,P474844,Absolue Revitalizing Eye Cream,Lancôme,135.0
31682,6201974438,5,1.0,1.0,5,0,5,2020-10-16,"I absolute love this roller, my skin is starting to feel more plump and glowy. Tip: Place it in the freezer before you use it! It will wake you up!",Best Thing to Wake Up To!,light,brown,combination,brown,P432662,Rose Quartz Facial Roller,Herbivore,40.0
48111,23451319395,5,1.0,0.9393939971923828,33,2,31,2020-05-21,"If you write a review saying “there are better products out there for cheaper” you should then list your examples. This is not a cream. It’s truly a balm. A pea sized amount split between each ring finger, for each eye, is all you need. In the 5 weeks approx that I’ve been using this my under eyes are less puffy and brighter. I apply this all the way around my eyes and my 42 year old eyelids are much more lifted, crows feet significantly diminished. It melts in to your skin and the finish is very nice. Not sticky, but a bit tacky. Is it expensive? Yes! Try to buy it in the sale. Every once in awhile you find a product that you know has become a permanent fixture in your skin routine. This is one of those for me.",wonderful stuff!,fair,hazel,combination,blonde,P449410,Boosted Contouring Retinol Eye Balm,Tata Harper,260.0
7237,9231806898,5,1.0,,0,0,0,2023-03-07,I love this for touch ups! For starters once you figure out how to use it it’s great. You need to pull the yellow piece in the center out for any product to be used. It’s great to sparingly use to reset my face after a day out! Definitely just light coverage but it’s a nice thing to carry in your bag!,Perfect touch up!,light,blue,combination,,P505211,(Glow)Setting 100% Mineral Powder SPF 35,Supergoop!,36.0
37872,5596005406,4,1.0,,0,0,0,2022-06-03,"Okay so I’ve been using this product in my daily routine prior to my primer and foundation for a month now and I love it!The smell is amazing, it’s not greasy, it drys down perfectly! It works and melts perfectly with my normal day to day products.",,light,brown,combination,brown,P482740,Mini Urban Environment Oil-Free Sunscreen Broad-Spectrum SPF 42,Shiseido,35.0
14768,22089154350,4,1.0,0.6666669845581055,3,1,2,2020-06-26,"I cannot recommend this mask enough! I have sensitive skin, a sensitive nose, and a bad habit of forgetting to take care of my skin. This product has never made me break out, and has clear results on your skin. It smells amazing and natural, not like chemicals or anything that irritates my nose. Use a small amount on your face a few times a week to see a noticeable difference in softness.",I love this and I really think you ought to buy it,fair,hazel,combination,brown,P440926,Mini Drink Up Intensive Overnight Hydrating Mask with Avocado & Swiss Glacier Water,Origins,17.0
41626,2285671451,5,1.0,0.9545450210571288,22,1,21,2019-01-12,I’ve had bad luck with skincare products but this moisturizer is lovely and leaves my skin feeling soft. I suffer from dry skin and it just melted in and I don’t feel dry. A little goes a long way with this.,Melts into skin,fair,brown,combination,auburn,P440492,Buttermilk Moisturizer,Mario Badescu,18.0
28545,5141998116,5,1.0,,0,0,0,2022-10-12,This is by far one of the best lotions I have used. The soft delicate texture is so soothing to the skin and a little goes a long way. This is easy to wear underneath makeup and on its own. It doesn’t feel overly greasy or uncomfortable on the skin. I love the way this has made my skin feel!,A must have for combo skin,fair,green,combination,blonde,P417107,The Moisturizing Soft Lotion,La Mer,320.0
31879,5681797104,1,0.0,0.3125,16,11,5,2020-11-04,This cream is VERY greasy. It doesn’t absorb into skin and instead just sits on top. It also seemed to cause a lot of breakouts for me. Such a waste of money.,Terrible - Waste of $$,fair,green,combination,blonde,P409834,Plantscription SPF 25 Power Anti-Aging Cream,Origins,73.0
6392,7186952566,5,1.0,0.625,8,3,5,2022-10-05,Definitely my favorite I use it for under eye area especially. Definitely is heavy for day use so I use it for night routine,Praying it’s Preventing wrinkles,,,,,P453818,GENIUS Collagen Calming Relief,Algenist,58.0
42190,10885628452,1,0.0,0.6551719903945923,58,20,38,2020-01-18,Absolutely horrible! It is streaky and extremely hard to apply even.The bottle is terrible and the product spills a lot.,terrible product,fairLight,green,dry,red,P433440,Wonder Oil Illuminating Self-Tan Oil,TAN-LUXE,69.0
34944,6075025853,1,0.0,0.413792997598648,29,17,12,2019-11-01,"I love Dior makeup,  but I have has burning around my eyes with the one essential eye cream I purchase before and had to return it to Sephora.  However I have decided to keep this one essential skin boosting serum but not anymore.  I am having the same issues,  which I taught was because of hot summer days or dryness due to the heat in the winter,  none of those,  I apply it in the night and when I get up in the morning,  I am still experiencing the same burning around my eyes.",One Essential Skin Boosting Serum,lightMedium,brown,combination,black,P423264,One Essential Skin Boosting Super Serum,Dior,110.0
15119,2559536000,5,1.0,0.5454549789428711,11,5,6,2018-11-08,"Love, LOVE LOVE this thing! I have had the start of frown lines around my mouth, as well as fine lines under my eyes and one treatment with this",Love it!!! Sooo worth the price!,light,blue,oily,blonde,P402992,Trinity + Eye and Lip Enhancer Attachment Bundle,NuFACE,429.0
